LOANAMOUNT,SEX,AGE,HOUSE,CREDITCARD,JOB,DEPENDENT,TELEPHONE,FOREIGNER,RISK
250,female,19,rent,1,unemployed,1,yes,yes,No Risk
5727,female,43,own,2,skilled,1,none,yes,Risk
250,female,19,rent,1,unskilled,1,none,yes,No Risk
4760,male,48,free,2,skilled,1,yes,yes,Risk
1112,male,31,own,2,skilled,1,none,yes,No Risk
3668,male,40,own,2,skilled,1,none,yes,Risk
7214,male,24,own,2,unemployed,1,yes,no,Risk
11366,male,62,own,2,unskilled,2,yes,yes,Risk
250,male,25,own,1,skilled,1,none,yes,No Risk
3216,male,20,rent,1,unskilled,1,none,yes,No Risk
250,female,25,rent,1,skilled,1,none,yes,No Risk
5712,male,46,own,2,skilled,2,yes,no,Risk
4120,male,26,own,1,skilled,1,none,yes,No Risk
6138,male,48,free,2,skilled,2,yes,yes,Risk
5162,female,40,own,1,unemployed,1,yes,yes,No Risk
1820,female,33,own,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
2754,male,34,rent,1,skilled,1,none,yes,No Risk
250,female,29,own,1,skilled,1,none,yes,No Risk
3357,male,33,own,1,skilled,1,none,yes,No Risk
818,female,37,own,2,skilled,1,none,yes,No Risk
3775,male,40,rent,1,skilled,1,yes,yes,Risk
3005,female,46,own,2,skilled,1,none,yes,No Risk
4519,female,55,own,2,unskilled,1,yes,yes,Risk
250,female,26,own,1,skilled,1,none,yes,No Risk
6510,male,48,free,2,skilled,1,yes,yes,Risk
2329,female,45,own,2,skilled,1,none,yes,Risk
4197,female,34,own,1,skilled,1,none,yes,No Risk
250,male,28,own,1,skilled,1,none,yes,No Risk
2233,female,31,own,1,skilled,1,none,yes,No Risk
2378,female,29,own,1,skilled,1,none,yes,No Risk
1186,male,22,rent,1,unemployed,1,none,yes,No Risk
2401,female,33,rent,1,skilled,1,none,yes,Risk
6608,male,57,own,1,skilled,1,yes,yes,Risk
3511,male,36,own,1,skilled,2,yes,yes,No Risk
3098,male,32,own,1,skilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4119,female,46,own,2,unskilled,1,yes,yes,No Risk
5201,female,52,free,1,skilled,1,none,yes,Risk
5841,female,44,own,2,skilled,1,yes,yes,Risk
6657,male,54,own,2,skilled,2,yes,yes,No Risk
3860,female,49,free,1,unskilled,1,none,yes,Risk
5823,male,58,free,2,skilled,1,yes,yes,Risk
5229,female,43,own,1,unemployed,1,yes,yes,No Risk
1107,male,37,own,1,skilled,1,yes,yes,No Risk
2246,female,31,own,1,skilled,1,none,yes,Risk
1252,female,29,own,1,skilled,1,none,yes,No Risk
3717,female,22,rent,1,skilled,1,none,yes,No Risk
360,female,21,own,1,skilled,1,none,yes,No Risk
1259,female,40,own,1,unskilled,1,yes,yes,Risk
1340,male,45,own,1,unskilled,1,yes,yes,No Risk
4349,male,23,own,2,unskilled,2,yes,yes,No Risk
1811,male,34,own,1,skilled,1,none,yes,No Risk
442,female,19,rent,1,skilled,1,none,yes,No Risk
2349,male,33,own,1,skilled,1,none,yes,No Risk
3875,male,42,own,2,skilled,1,yes,yes,Risk
2017,female,33,own,2,unskilled,1,none,yes,No Risk
250,male,27,own,1,skilled,1,none,yes,Risk
5933,male,48,free,2,skilled,1,yes,yes,Risk
6254,female,47,own,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1781,male,30,own,1,skilled,1,none,yes,No Risk
1151,male,31,rent,1,unemployed,1,yes,yes,No Risk
3309,male,35,own,1,skilled,1,yes,yes,No Risk
3395,male,33,own,1,skilled,1,none,yes,No Risk
868,female,23,rent,2,unemployed,1,none,yes,No Risk
2359,male,33,own,1,skilled,1,yes,yes,No Risk
3315,female,29,own,2,skilled,1,yes,yes,No Risk
250,male,30,rent,1,skilled,1,none,yes,No Risk
6716,male,34,own,2,skilled,2,yes,yes,Risk
1766,male,33,own,1,skilled,1,none,yes,Risk
2878,male,37,rent,1,skilled,2,yes,yes,Risk
1190,male,24,own,1,skilled,2,yes,yes,No Risk
6795,male,39,own,2,unskilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2902,male,29,own,2,skilled,1,none,yes,No Risk
250,male,34,own,1,unskilled,1,none,yes,No Risk
2842,female,35,own,1,skilled,1,none,yes,No Risk
2149,female,19,rent,1,skilled,1,none,yes,No Risk
4936,male,42,own,2,skilled,1,none,yes,Risk
7916,female,53,own,3,skilled,2,yes,yes,Risk
1801,male,44,own,2,skilled,1,yes,yes,No Risk
2588,male,22,own,1,skilled,1,none,yes,No Risk
2388,female,21,own,2,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4814,male,38,own,2,unskilled,1,yes,yes,Risk
6650,male,39,free,2,skilled,1,yes,yes,Risk
7673,male,38,own,2,skilled,1,yes,yes,No Risk
4798,male,49,free,2,skilled,1,yes,yes,Risk
2635,male,37,own,2,skilled,1,none,yes,No Risk
3261,female,36,rent,1,skilled,1,none,yes,No Risk
4811,male,34,free,2,skilled,1,yes,yes,No Risk
1932,female,22,own,2,unskilled,2,none,yes,No Risk
250,male,30,rent,1,skilled,1,none,yes,No Risk
7443,male,64,free,2,unskilled,1,yes,yes,Risk
250,female,32,own,1,skilled,1,none,yes,No Risk
6145,male,56,free,2,skilled,2,yes,yes,Risk
1371,male,36,free,2,skilled,1,none,yes,No Risk
6801,male,54,free,2,skilled,1,yes,yes,Risk
3005,male,50,own,1,unemployed,1,yes,yes,Risk
2506,female,37,own,1,skilled,1,yes,yes,No Risk
6520,male,44,own,2,unskilled,1,yes,no,No Risk
3947,male,42,own,2,unskilled,1,none,yes,No Risk
4628,male,45,own,1,skilled,1,yes,yes,Risk
4113,male,41,free,2,skilled,1,yes,yes,Risk
7078,male,42,free,2,skilled,2,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
3203,female,35,own,1,skilled,1,yes,yes,No Risk
6483,male,37,own,1,unemployed,1,yes,yes,Risk
8907,male,60,own,2,unskilled,2,yes,yes,Risk
7072,male,41,free,2,skilled,2,yes,yes,Risk
8673,male,53,own,2,skilled,2,yes,yes,Risk
250,male,24,rent,1,skilled,1,none,yes,No Risk
7860,male,44,free,3,skilled,1,yes,yes,No Risk
1501,female,45,own,2,skilled,2,yes,yes,Risk
1854,female,32,own,1,skilled,1,none,yes,Risk
3056,female,27,own,1,skilled,1,none,yes,No Risk
1071,male,48,own,1,skilled,1,yes,yes,No Risk
4510,female,41,own,1,skilled,2,none,yes,No Risk
470,female,40,own,1,skilled,1,none,yes,No Risk
6650,female,39,own,2,skilled,1,yes,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
5720,female,47,free,2,skilled,1,yes,yes,Risk
988,male,31,rent,1,skilled,1,none,yes,No Risk
6971,male,45,free,2,unskilled,2,yes,yes,Risk
376,female,25,rent,1,unemployed,1,none,yes,No Risk
965,female,39,rent,1,unemployed,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
5742,male,52,free,2,skilled,1,none,yes,No Risk
4561,female,37,own,1,skilled,2,yes,yes,Risk
5517,female,35,own,2,skilled,2,yes,yes,No Risk
1061,male,36,own,2,skilled,1,yes,yes,Risk
3738,male,35,own,2,skilled,2,yes,yes,Risk
9535,male,35,own,2,skilled,1,yes,yes,No Risk
5060,male,50,own,1,unskilled,1,yes,yes,No Risk
250,male,33,own,1,skilled,1,none,yes,No Risk
5941,male,52,own,2,skilled,2,yes,yes,Risk
5064,male,49,own,2,skilled,1,none,yes,No Risk
250,male,27,own,1,skilled,1,none,yes,No Risk
1901,male,31,own,2,skilled,1,none,yes,No Risk
3916,female,42,free,3,unskilled,1,yes,no,No Risk
2618,male,22,rent,1,unskilled,1,yes,yes,No Risk
6343,male,41,own,2,unskilled,1,none,yes,No Risk
6459,male,44,own,1,unskilled,1,yes,yes,No Risk
5590,female,42,own,1,skilled,1,none,yes,No Risk
3822,male,35,own,1,unskilled,1,yes,yes,Risk
1639,male,25,own,1,skilled,2,yes,no,No Risk
4373,female,36,rent,1,skilled,1,none,yes,Risk
250,male,40,rent,1,unskilled,1,none,yes,No Risk
3292,male,36,own,2,unskilled,1,yes,yes,Risk
3029,male,28,own,2,unskilled,2,yes,yes,No Risk
5313,male,47,free,2,skilled,1,yes,yes,Risk
1272,male,45,free,2,skilled,1,yes,yes,Risk
4758,male,32,own,2,skilled,1,none,yes,Risk
2683,male,29,rent,1,skilled,1,none,yes,No Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
7074,male,55,free,2,skilled,2,yes,yes,Risk
336,female,30,rent,1,skilled,1,none,yes,No Risk
3457,male,51,own,1,skilled,1,yes,yes,No Risk
3079,male,28,own,2,skilled,1,none,yes,No Risk
4336,male,52,free,2,skilled,1,yes,yes,Risk
2577,male,28,own,2,unskilled,1,none,yes,No Risk
252,female,34,rent,1,skilled,1,none,yes,No Risk
3620,female,38,own,2,skilled,1,none,yes,No Risk
250,male,27,own,2,skilled,2,yes,yes,No Risk
5028,male,51,free,2,unemployed,2,yes,yes,Risk
4364,male,32,own,1,skilled,1,none,yes,No Risk
3531,female,43,own,1,skilled,1,none,yes,No Risk
4527,male,31,own,2,skilled,1,yes,yes,Risk
6103,female,56,own,2,skilled,1,yes,yes,Risk
2167,male,40,own,1,skilled,2,none,yes,Risk
5595,male,50,own,1,skilled,1,yes,no,No Risk
7092,male,45,free,2,skilled,1,yes,yes,Risk
2280,female,33,own,1,skilled,1,none,yes,Risk
4463,male,41,own,3,skilled,1,none,yes,Risk
3542,female,43,own,1,skilled,1,yes,yes,Risk
5597,female,39,own,1,skilled,1,none,yes,Risk
4597,female,45,own,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,unemployed,1,none,yes,No Risk
4933,male,47,own,2,skilled,2,none,yes,Risk
988,male,26,own,2,skilled,2,yes,yes,Risk
5152,female,51,own,2,unskilled,2,yes,yes,Risk
3364,male,37,own,2,skilled,1,yes,yes,No Risk
2649,female,24,own,1,skilled,1,none,yes,No Risk
3691,male,38,own,2,skilled,1,yes,yes,Risk
7671,male,58,free,3,skilled,2,yes,yes,Risk
6128,female,40,own,2,skilled,1,yes,yes,Risk
3026,male,37,own,1,skilled,1,none,yes,No Risk
4311,male,55,own,2,skilled,2,yes,yes,No Risk
2419,female,29,rent,1,unemployed,1,none,yes,No Risk
250,male,21,rent,1,skilled,1,none,yes,No Risk
3341,female,31,own,1,skilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
3521,female,34,own,1,unemployed,1,none,yes,No Risk
2434,male,29,own,1,unskilled,1,none,yes,Risk
2581,male,41,own,1,skilled,2,yes,yes,No Risk
4880,male,43,free,2,unskilled,1,yes,yes,No Risk
4345,male,24,rent,1,unskilled,1,none,yes,No Risk
1121,male,31,rent,1,unemployed,1,yes,yes,No Risk
2606,male,21,own,2,unskilled,1,yes,yes,Risk
1635,male,29,own,1,skilled,1,none,yes,No Risk
4067,male,43,free,2,skilled,1,yes,yes,No Risk
927,female,24,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
5572,male,42,own,2,skilled,1,yes,yes,No Risk
5883,male,40,free,2,skilled,1,none,yes,Risk
1472,male,28,own,1,skilled,1,none,yes,No Risk
3934,male,33,own,1,unskilled,2,yes,yes,No Risk
6448,male,59,own,2,skilled,1,yes,yes,Risk
7083,male,49,own,2,skilled,1,none,yes,No Risk
4742,male,38,own,2,skilled,1,yes,yes,No Risk
250,male,23,rent,2,skilled,1,none,yes,No Risk
2167,male,30,own,3,skilled,1,none,yes,No Risk
936,male,41,rent,1,unskilled,1,none,yes,No Risk
1008,female,22,rent,1,skilled,1,none,yes,Risk
3419,female,40,own,2,skilled,1,yes,yes,Risk
2007,female,19,own,1,skilled,1,none,yes,No Risk
7179,male,48,own,2,skilled,1,none,yes,Risk
5417,male,50,free,2,skilled,1,yes,yes,Risk
5161,male,29,own,1,skilled,1,none,yes,No Risk
250,male,39,own,1,unemployed,1,none,yes,No Risk
1914,female,25,own,1,skilled,1,none,yes,No Risk
5105,male,60,own,2,unemployed,2,yes,yes,No Risk
6696,female,44,own,2,skilled,1,yes,yes,Risk
250,female,36,free,1,skilled,1,none,yes,No Risk
2943,male,30,own,2,skilled,1,none,yes,Risk
2413,female,31,own,1,skilled,1,none,yes,No Risk
6954,male,43,free,2,skilled,2,yes,yes,Risk
4352,female,45,free,2,skilled,1,yes,yes,Risk
5177,female,44,own,1,skilled,1,none,yes,Risk
4773,male,52,rent,2,unskilled,1,none,yes,No Risk
4046,female,56,free,2,skilled,1,yes,yes,Risk
4879,male,32,own,1,skilled,1,none,yes,No Risk
3639,female,31,own,1,skilled,1,none,yes,No Risk
4735,female,45,own,2,skilled,1,none,yes,Risk
2298,male,43,own,2,skilled,1,none,yes,Risk
4218,female,31,own,2,skilled,1,none,yes,No Risk
250,male,37,own,1,skilled,1,yes,yes,No Risk
5254,male,45,own,1,skilled,1,yes,no,Risk
2816,male,27,rent,2,skilled,1,none,yes,Risk
2368,male,33,rent,1,skilled,1,none,yes,No Risk
250,female,21,own,1,unskilled,1,none,yes,No Risk
6283,male,45,own,3,skilled,2,yes,yes,Risk
1631,male,45,own,1,unskilled,2,yes,yes,No Risk
2847,female,33,own,2,skilled,2,yes,yes,Risk
250,male,31,rent,2,skilled,1,yes,yes,No Risk
7546,male,47,free,3,skilled,2,yes,yes,Risk
250,male,30,rent,1,unskilled,1,none,yes,No Risk
4104,male,44,rent,2,unskilled,1,none,yes,Risk
6156,male,39,free,2,skilled,1,yes,yes,Risk
5452,male,47,own,2,skilled,1,none,yes,No Risk
2933,male,19,rent,1,unskilled,1,none,yes,No Risk
1654,female,32,rent,1,unemployed,2,none,yes,No Risk
1860,female,30,own,2,unskilled,1,yes,yes,Risk
5617,male,54,own,2,skilled,1,yes,yes,Risk
6991,male,49,free,2,skilled,1,yes,yes,Risk
3820,male,46,own,1,skilled,1,yes,yes,No Risk
4796,male,36,own,1,skilled,1,none,yes,Risk
2159,male,36,own,1,skilled,2,yes,yes,Risk
3617,male,43,own,2,skilled,1,yes,yes,Risk
4983,male,45,own,2,skilled,1,yes,yes,Risk
7108,male,49,own,2,skilled,2,yes,yes,No Risk
788,female,40,own,1,skilled,1,yes,yes,No Risk
3291,male,29,own,1,skilled,1,none,yes,No Risk
4571,male,26,own,1,skilled,2,none,yes,No Risk
772,male,25,rent,1,skilled,1,none,yes,No Risk
4519,female,41,own,1,skilled,1,none,yes,No Risk
7275,male,50,own,2,skilled,1,none,yes,Risk
389,female,40,rent,1,unskilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
250,female,29,own,1,skilled,1,none,yes,No Risk
1995,female,42,rent,1,unskilled,1,none,yes,No Risk
5884,female,35,free,2,skilled,1,yes,yes,Risk
1842,female,35,rent,1,skilled,1,none,yes,No Risk
3580,male,25,rent,2,skilled,1,none,yes,Risk
4853,female,34,own,1,skilled,1,none,yes,No Risk
4508,female,30,own,1,skilled,1,none,yes,No Risk
5376,female,39,own,2,skilled,1,none,yes,Risk
250,female,32,own,1,skilled,1,none,yes,No Risk
1332,male,38,own,2,skilled,1,yes,yes,Risk
1269,female,31,rent,1,unskilled,1,none,yes,No Risk
3942,male,24,own,1,skilled,1,none,yes,No Risk
4454,male,25,own,1,skilled,1,none,yes,No Risk
1085,female,32,rent,1,unskilled,1,none,yes,No Risk
3000,male,39,free,2,skilled,1,yes,yes,No Risk
10151,male,39,free,2,skilled,1,yes,yes,Risk
1328,male,25,rent,1,skilled,1,none,yes,No Risk
250,male,32,own,1,skilled,1,none,yes,No Risk
5011,male,40,own,1,skilled,1,yes,yes,No Risk
250,male,20,rent,1,skilled,1,none,yes,No Risk
3368,female,47,own,1,skilled,1,none,yes,No Risk
250,female,37,own,1,skilled,1,none,yes,No Risk
3237,female,32,own,2,skilled,1,none,yes,No Risk
950,male,22,rent,1,unskilled,1,none,yes,No Risk
2324,female,32,own,1,skilled,1,none,yes,No Risk
1690,female,48,free,2,skilled,1,yes,yes,No Risk
6722,female,57,free,2,skilled,2,yes,yes,Risk
402,female,24,own,1,skilled,1,none,yes,No Risk
1071,male,24,own,1,skilled,1,none,yes,No Risk
2728,female,35,own,1,skilled,1,none,yes,No Risk
4744,male,23,free,1,skilled,1,none,yes,No Risk
977,female,25,own,1,skilled,1,yes,yes,Risk
6268,female,34,own,2,skilled,2,yes,yes,Risk
1928,female,23,own,1,skilled,1,none,yes,Risk
8378,male,36,free,3,skilled,2,yes,yes,Risk
2903,female,30,own,1,skilled,1,none,yes,No Risk
1216,male,42,own,2,skilled,1,yes,yes,No Risk
1285,male,43,rent,1,unemployed,1,yes,yes,Risk
6519,male,46,own,2,skilled,1,yes,yes,Risk
8698,male,49,free,2,unskilled,1,yes,yes,Risk
2328,female,33,own,1,skilled,1,none,yes,No Risk
5606,male,41,own,2,skilled,1,yes,yes,No Risk
1139,male,25,rent,1,skilled,1,none,yes,No Risk
5858,male,44,own,1,unskilled,1,none,yes,No Risk
1637,female,28,own,2,skilled,1,none,yes,No Risk
6990,male,44,own,2,skilled,2,yes,yes,No Risk
561,female,23,own,1,skilled,1,none,yes,No Risk
4274,male,40,own,2,unskilled,1,yes,no,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
6966,female,43,free,3,skilled,1,none,yes,Risk
4323,female,40,own,1,skilled,1,none,yes,No Risk
1732,female,25,rent,1,unskilled,1,none,yes,No Risk
3875,male,37,own,2,unskilled,1,none,yes,No Risk
5172,female,43,free,2,unskilled,2,yes,yes,Risk
593,male,31,own,1,skilled,1,yes,yes,No Risk
3796,female,35,rent,2,unemployed,1,yes,yes,No Risk
1389,male,33,own,2,skilled,1,none,yes,No Risk
5772,male,31,own,1,skilled,1,yes,yes,Risk
4040,male,26,own,1,skilled,1,none,yes,No Risk
3237,male,51,own,2,skilled,1,none,yes,Risk
3347,female,31,own,1,skilled,2,none,yes,Risk
3271,female,47,own,1,skilled,1,none,yes,No Risk
8070,male,28,free,2,skilled,1,none,yes,No Risk
1773,female,30,own,2,skilled,1,none,yes,Risk
2371,male,29,own,2,skilled,1,yes,yes,No Risk
4102,male,38,own,2,skilled,1,none,no,Risk
3472,male,30,own,1,skilled,1,yes,yes,Risk
2811,male,40,own,1,skilled,1,none,yes,No Risk
8607,male,53,own,3,skilled,2,yes,yes,No Risk
5629,male,47,free,2,skilled,1,yes,yes,Risk
1751,male,32,own,2,skilled,1,none,yes,No Risk
3917,female,31,rent,1,unskilled,1,yes,yes,Risk
250,female,19,rent,1,unemployed,1,none,yes,No Risk
713,female,27,own,1,unskilled,1,none,yes,No Risk
7518,male,53,free,2,skilled,2,yes,yes,Risk
3187,female,33,rent,1,skilled,1,none,yes,Risk
2876,female,32,own,2,skilled,1,none,yes,No Risk
5354,female,34,own,1,skilled,1,none,yes,No Risk
6103,male,36,own,2,unskilled,1,none,yes,Risk
1131,male,31,own,1,skilled,1,yes,yes,No Risk
6227,male,44,own,1,skilled,1,none,yes,Risk
1534,male,21,own,1,skilled,1,yes,yes,No Risk
1134,female,32,own,1,skilled,1,none,yes,No Risk
6301,female,49,own,2,skilled,2,yes,no,Risk
250,female,28,rent,1,unskilled,2,none,yes,No Risk
250,female,21,rent,1,skilled,1,none,yes,No Risk
2699,male,47,own,2,unemployed,1,yes,yes,Risk
5567,male,39,free,2,unskilled,2,yes,yes,No Risk
250,female,32,own,1,skilled,1,none,yes,No Risk
7711,male,54,own,2,skilled,2,yes,yes,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
4887,female,55,own,2,skilled,2,yes,yes,Risk
250,male,26,rent,1,unskilled,1,none,yes,No Risk
3458,male,45,rent,1,skilled,1,none,yes,Risk
1405,female,19,own,1,skilled,1,none,yes,Risk
1383,female,34,own,1,skilled,1,yes,yes,No Risk
3279,female,19,own,1,skilled,1,none,yes,No Risk
5038,male,37,own,3,skilled,1,none,yes,Risk
2808,female,51,own,1,skilled,1,none,yes,Risk
299,female,25,rent,1,skilled,1,none,yes,No Risk
974,male,25,rent,1,skilled,1,none,yes,No Risk
3378,female,54,own,1,skilled,1,yes,yes,No Risk
4144,female,26,own,1,skilled,1,yes,yes,No Risk
4609,male,54,rent,1,unskilled,1,yes,yes,No Risk
1842,female,40,rent,2,unemployed,1,yes,yes,No Risk
3671,female,23,own,1,unemployed,1,none,yes,No Risk
8838,male,48,free,2,skilled,2,yes,yes,Risk
250,female,25,rent,1,skilled,1,none,yes,No Risk
1268,male,30,rent,1,skilled,1,none,yes,No Risk
2770,male,29,rent,1,skilled,1,none,yes,Risk
3531,female,31,free,1,skilled,1,yes,yes,No Risk
6090,male,49,own,2,skilled,1,none,yes,No Risk
250,male,40,rent,1,unskilled,1,none,yes,No Risk
440,female,36,own,1,skilled,1,yes,yes,No Risk
250,male,26,own,1,unskilled,1,none,yes,No Risk
4793,female,42,own,2,skilled,1,yes,yes,Risk
5108,male,40,rent,1,unskilled,1,none,yes,No Risk
6577,female,44,own,1,skilled,1,none,yes,Risk
3797,male,38,own,2,skilled,1,yes,yes,Risk
577,female,24,own,1,skilled,1,none,yes,No Risk
6412,male,52,free,2,skilled,1,none,yes,Risk
250,male,44,own,1,skilled,1,none,yes,No Risk
2699,male,35,own,1,skilled,1,none,yes,No Risk
337,female,36,own,1,skilled,1,none,yes,No Risk
3038,male,47,rent,1,unemployed,1,none,yes,Risk
1170,male,28,own,1,skilled,1,none,yes,No Risk
6654,female,53,free,2,skilled,1,yes,yes,Risk
2008,female,38,rent,2,skilled,1,none,yes,Risk
2727,female,27,rent,2,unskilled,1,none,yes,No Risk
4400,male,55,own,2,skilled,1,yes,yes,No Risk
7433,male,44,own,2,unskilled,2,yes,no,Risk
250,female,22,rent,1,unskilled,1,none,yes,No Risk
5293,female,42,free,2,skilled,1,yes,yes,Risk
250,female,20,rent,2,unskilled,1,none,yes,No Risk
5211,male,54,own,3,skilled,2,yes,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
5477,male,61,free,2,skilled,2,yes,yes,Risk
2815,male,35,own,1,skilled,1,yes,yes,No Risk
3624,male,42,own,2,skilled,1,yes,yes,No Risk
1835,male,28,own,1,skilled,1,none,yes,No Risk
6219,male,52,free,2,skilled,2,yes,yes,Risk
299,male,19,own,1,skilled,1,none,yes,No Risk
4180,male,59,free,2,skilled,1,yes,yes,No Risk
6233,female,42,own,2,skilled,1,yes,yes,No Risk
963,female,27,own,1,skilled,1,none,yes,No Risk
2102,male,37,own,1,unskilled,1,none,yes,No Risk
830,male,30,own,1,skilled,1,none,yes,No Risk
7176,male,50,own,2,skilled,1,none,yes,Risk
650,male,21,own,1,skilled,1,none,yes,No Risk
2653,male,37,own,1,skilled,1,yes,yes,No Risk
4864,male,48,own,2,skilled,2,yes,yes,Risk
404,female,31,own,1,skilled,1,yes,yes,No Risk
7779,male,52,own,2,skilled,2,yes,no,Risk
250,female,41,rent,1,skilled,1,none,yes,No Risk
628,female,36,own,1,skilled,1,none,yes,No Risk
7519,male,42,free,1,skilled,1,yes,yes,Risk
503,male,37,own,1,skilled,1,none,yes,No Risk
2055,female,35,free,2,skilled,1,yes,yes,Risk
6623,female,45,own,2,skilled,1,yes,yes,Risk
1034,male,33,own,1,unemployed,1,yes,yes,No Risk
5172,male,46,rent,1,unemployed,1,none,yes,No Risk
250,female,34,rent,1,skilled,1,none,yes,No Risk
6041,male,34,free,2,skilled,1,none,yes,No Risk
4730,female,56,free,2,skilled,1,yes,yes,No Risk
4770,male,45,own,2,skilled,1,yes,yes,No Risk
737,male,19,rent,1,unskilled,1,none,yes,No Risk
10430,male,51,own,2,skilled,1,none,yes,No Risk
655,female,23,own,1,skilled,1,none,yes,No Risk
250,male,27,rent,1,skilled,1,none,yes,No Risk
4534,female,44,own,1,skilled,2,none,yes,No Risk
436,male,22,rent,2,unskilled,1,none,yes,No Risk
1742,female,25,rent,1,unemployed,1,none,yes,No Risk
250,male,36,own,1,skilled,1,none,yes,Risk
6670,female,36,own,3,skilled,1,none,yes,No Risk
2492,male,38,own,2,unskilled,1,yes,yes,No Risk
5649,male,43,own,2,skilled,1,none,yes,No Risk
5801,male,32,free,1,unskilled,1,yes,yes,Risk
250,female,19,own,1,skilled,1,none,yes,Risk
3081,male,43,own,1,skilled,1,yes,no,Risk
1248,female,27,own,1,skilled,2,none,yes,No Risk
3729,male,40,own,2,skilled,1,none,yes,Risk
5373,male,51,free,1,skilled,1,yes,no,Risk
5863,male,60,free,2,skilled,1,yes,yes,Risk
5742,female,42,own,2,skilled,1,none,no,Risk
1391,female,34,rent,1,skilled,1,none,yes,No Risk
250,female,27,rent,1,skilled,1,none,yes,No Risk
10370,male,58,free,2,skilled,2,yes,yes,Risk
2862,male,41,own,2,unemployed,1,yes,yes,Risk
2181,female,35,rent,2,unskilled,2,none,yes,No Risk
5692,female,40,rent,2,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4228,male,32,own,1,unskilled,2,yes,no,No Risk
5371,female,39,own,1,unemployed,1,none,yes,Risk
2752,female,31,own,1,skilled,1,none,yes,No Risk
1689,male,25,own,1,unemployed,1,yes,yes,No Risk
4665,male,53,free,2,skilled,1,yes,yes,Risk
3009,male,30,own,1,unskilled,1,none,yes,No Risk
250,female,35,own,1,skilled,1,yes,yes,No Risk
3137,male,32,own,1,unskilled,1,yes,yes,No Risk
6412,female,33,own,2,skilled,2,yes,yes,Risk
2549,male,29,free,2,skilled,1,yes,yes,No Risk
2806,male,24,rent,2,unskilled,1,none,yes,No Risk
1751,male,28,own,1,skilled,1,none,yes,Risk
775,female,31,own,1,skilled,1,none,yes,No Risk
2358,male,46,free,2,skilled,2,yes,yes,No Risk
1881,female,33,rent,1,skilled,1,none,yes,No Risk
1867,male,42,own,2,unskilled,1,none,yes,No Risk
5945,male,47,own,2,skilled,1,none,yes,No Risk
4110,male,43,own,2,unemployed,2,yes,yes,Risk
5302,female,49,own,2,unskilled,1,none,yes,No Risk
2228,female,37,own,1,skilled,1,none,yes,No Risk
6404,male,58,own,1,skilled,1,yes,yes,Risk
250,female,38,own,1,skilled,1,none,yes,No Risk
576,male,23,rent,1,unemployed,1,none,yes,No Risk
5848,female,43,free,2,skilled,1,yes,yes,Risk
250,female,19,rent,1,unemployed,1,none,yes,No Risk
907,female,57,own,1,unskilled,1,yes,yes,Risk
4702,female,47,free,2,skilled,1,yes,yes,Risk
250,female,32,rent,1,skilled,1,none,yes,No Risk
2499,female,39,own,2,skilled,1,yes,yes,No Risk
2283,female,23,own,1,skilled,1,none,yes,No Risk
4929,male,34,own,1,skilled,2,yes,yes,No Risk
2202,male,31,own,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
4883,male,40,own,1,skilled,2,none,yes,No Risk
5062,female,41,rent,1,unemployed,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
5457,male,42,own,1,skilled,1,yes,yes,No Risk
2792,female,40,own,2,skilled,1,none,yes,Risk
4570,male,41,own,1,skilled,1,none,yes,Risk
250,female,42,own,1,skilled,1,none,yes,No Risk
6529,male,32,own,1,skilled,1,none,yes,Risk
6427,female,45,own,2,skilled,1,yes,yes,Risk
288,male,42,own,1,skilled,1,none,yes,No Risk
1729,male,44,own,1,skilled,1,yes,yes,Risk
1283,female,48,own,2,skilled,1,yes,yes,Risk
2463,female,38,own,2,skilled,1,none,yes,Risk
250,female,19,rent,1,unskilled,1,none,yes,No Risk
7555,male,60,free,3,skilled,2,yes,yes,Risk
4826,female,29,own,1,skilled,1,none,yes,No Risk
6423,female,41,own,2,skilled,1,yes,yes,Risk
